entity1,entity1type,entity2,entit2type,relation
hallucinations,problem,psychiatric disorders,problem,PIP
histone deacetylase,problem,HDAC,problem,PIP
histone deacetylase,problem,DNA demethylating agent,treatment,PIP
Hyperactive behavior,problem,Fragile X syndrome,problem,PIP
Hyperactive behavior,problem,FXS,problem,PIP
hyperactive behaviour,problem,FXS,problem,PIP
hyperactive-impulsive behavior,problem,ADHD,problem,PIP
hyperactivity,problem,problems,problem,PIP
hyperactivity,problem,fra(X),problem,PIP
hyperactivity,problem,fra(X),problem,PIP
hyperactivity,problem,FXS,problem,PIP
Hyperactivity,problem,problem,problem,PIP
Hyperactivity,problem,fragile X syndrome,problem,PIP
Hyperactivity,problem,FXS,problem,PIP
Hyperactivity,problem,disease,problem,PIP
Hyperactivity,problem,mental retardation,problem,PIP
hyperactivity,problem,fragile X,problem,PIP
hyperarousal,problem,FXS,problem,PIP
hyperkinesis,problem,FXS,problem,PIP
hypermethylation,problem,transcriptional silencing,problem,PIP
ID,problem,intellectually disabled,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,dementia,problem,PIP
ID,problem,intellectually disabled,problem,PIP
impaired,problem,FMRP,problem,PIP
impairment,problem,Fragile X syndrome,problem,PIP
impairment,problem,FXS,problem,PIP
impairment,problem,deficiencies,problem,PIP
impairments,problem,abnormalities,problem,PIP
impairments,problem,autism,problem,PIP
impairments,problem,fragile X,problem,PIP
infantile autism,problem,fragile-X syndrome,problem,PIP
intellectual disability,problem,Fragile X syndrome,problem,PIP
intellectual disability,problem,transcriptional silencing,problem,PIP
Intellectual disability,problem,ID,problem,PIP
intellectual disability,problem,FXS,problem,PIP
intellectual disability,problem,FXS,problem,PIP
intellectual disability,problem,Fragile X syndrome,problem,PIP
intellectual disability,problem,FXS,problem,PIP
intellectually disabled,problem,FXS,problem,PIP
intellectually disabled,problem,DS,problem,PIP
intellectually disabled,problem,WS,problem,PIP
intellectually disabled,problem,DS,problem,PIP
intellectually disabled,problem,FXS,problem,PIP
intellectually disabled,problem,WS,problem,PIP
irritability,problem,problem behavior,problem,PIP
irritability,problem,fragile X syndrome,problem,PIP
irritability,problem,problem behavior,problem,PIP
irritable behavior,problem,FXS,problem,PIP
irritable behavior,problem,aggression,problem,PIP
irritable behavior,problem,self-injury,problem,PIP
irritable behavior,problem,tantrums,problem,PIP
irritable behavior,problem,FXS,problem,PIP
language,problem,FXS,problem,PIP
language,problem,intellectual disability,problem,PIP
learning disabilities,problem,Fragile X syndrome,problem,PIP
learning disabilities,problem,FXS,problem,PIP
learning disabled,problem,young Down's syndrome,problem,PIP
lymphocytic bioenergetics,problem,FXTAS,problem,PIP
markers,problem,infantile autism,problem,PIP
matrix metallo-proteinase-9 activity,problem,fragile X,problem,PIP
matrix metallo-proteinase-9 activity,problem,MMP-9,problem,PIP
matrix metallo-proteinase-9 activity,problem,fragile X,problem,PIP
mental impairment,problem,fra(X,problem,PIP
mental impairment,problem,fra(X,problem,PIP
mental retardation,problem,fragile X syndrome,problem,PIP
mental retardation,problem,autism,problem,PIP
mental retardation,problem,methylation,treatment,PIP
mental retardation,problem,CGG,problem,PIP
mental retardation,problem,Fragile X syndrome,problem,PIP
mental retardation,problem,FXS,problem,PIP
mental retardation,problem,fragile X,problem,PIP
mental retardation,problem,problem,problem,PIP
mental retardation,problem,autism,problem,PIP
mental retardation,problem,MR,problem,PIP
mental retardation protein,problem,matrix metallo-proteinase-9 activity,problem,PIP
mental retardation protein,problem,MMP-9,problem,PIP
mental retardation protein,problem,matrix metallo-proteinase-9 activity,problem,PIP
mental retardation protein,problem,MMP-9,problem,PIP
mental retardation protein deficiency,problem,Disruption,problem,PIP
mental retardation protein deficiency,problem,cognitive-behavioral impairments,problem,PIP
mental retardation protein deficiency,problem,cognitive-behavioral impairments,problem,PIP
mental retardation protein deficiency,problem,FRAX,problem,PIP
mental retardation protein function,test,fragile X,problem,PIP
mental retardation protein function,test,fragile X,problem,PIP
mentally retarded,problem,fragile X syndrome,problem,PIP
metabotropic glutamate receptor 5,problem,Fragile X syndrome,problem,PIP
metabotropic glutamate receptor 5,problem,FXS,problem,PIP
mGluR5,problem,FXS,problem,PIP
mGluR5 activity,problem,FXS,problem,PIP
mGluR5 activity,problem,eye gaze,problem,PIP
mGluR5 signaling,problem,behavioral deficits,problem,PIP
mGluR5 signaling,problem,fragile X syndrome,problem,PIP
mGluR5 signaling,problem,FXS,problem,PIP
mGluR5 signaling,problem,behavioral deficits,problem,PIP
mGluR5 signaling,problem,fragile X syndrome,problem,PIP
mGluR5 signaling,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,fragile X,problem,PIP
molecular cloning,problem,fragile X syndrome,problem,PIP
molecular cloning,problem,causative mutation,problem,PIP
motor function,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
motor function,problem,FXTAS,problem,PIP
motor function,problem,neurodegenerative disorder,problem,PIP
motor function,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
motor function,problem,FXTAS,problem,PIP
motor function,problem,neurodegenerative disorder,problem,PIP
moya-moya disease,problem,Dementia,problem,PIP
MR,problem,mental retardation,problem,PIP
MR,problem,MR,problem,PIP
mutation,problem,young Fragile-X syndrome,problem,PIP
mutation,problem,young Fragile-X syndrome,problem,PIP
mutation,problem,mental retardation,problem,PIP
mutation,problem,FRAXA-positive,problem,PIP
mutation,problem,mutation,problem,PIP
mutation,problem,MR,problem,PIP
mutation,problem,MR,problem,PIP
mutation,problem,hypermethylation,problem,PIP
mutation,problem,FMR1,problem,PIP
mutation,problem,transcriptional silencing,problem,PIP
Mutations,problem,mental retardation,problem,PIP
N400 word,problem,Brain activity,problem,PIP
nervous system injury,problem,FXTAS,problem,PIP
neural defect,problem,FXS,problem,PIP
neural defects,problem,behavioural abnormalities,problem,PIP
neural defects,problem,behavioural abnormalities,problem,PIP
neurobehavioral function,problem,fragile X syndrome,problem,PIP
neurodegeneration,problem,FXTAS,problem,PIP
neurodegenerative diseases,problem,FXTAS,problem,PIP
neurodevelopmental disorders,problem,problem behavior,problem,PIP
neurogenesis,problem,autism,problem,PIP
neurological symptoms,problem,Fragile X syndrome,problem,PIP
neurological symptoms,problem,FXS,problem,PIP
neuropathies,problem,FXTAS,problem,PIP
neurotransmitter systems,problem,Fragile X syndrome,problem,PIP
overrepresentation,problem,mental retardation protein function,test,PIP
overrepresentation,problem,fragile X,problem,PIP
overrepresentation,problem,mental retardation protein function,test,PIP
parenting stress,problem,behavioral problems,problem,PIP
pathogenesis,problem,schizophrenia,problem,PIP
PC,problem,immune-mediated disorders,problem,PIP
PC,problem,hypertension,problem,PIP
PC,problem,thyroid problems,problem,PIP
PC,problem,FXTAS,problem,PIP
PC,problem,diabetes,problem,PIP
PC,problem,FXTAS,problem,PIP
pharmacometabolomics,problem,FXTAS,problem,PIP
positive,problem,mutation,problem,PIP
PPI,test,impairments,problem,PIP
PPI,test,fragile X,problem,PIP
premutation,problem,FRAXA-positive,problem,PIP
problem behavior,problem,neurodevelopmental disorders,problem,PIP
problem behavior,problem,neurodevelopmental disorders,problem,PIP
problem behaviors,problem,aggression,problem,PIP
problem behaviors,problem,self-injury,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,developmental disorders,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problems,problem,fra(X),problem,PIP
psychiatric disorders,problem,adverse events,problem,PIP
psychiatric impairments,problem,FXS,problem,PIP
psychosis,problem,adverse events,problem,PIP
psychosis,problem,psychiatric disorders,problem,PIP
pupil size,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
Right choline/creatine,problem,fragile X,problem,PIP
schizophrenia,problem,FMRP,problem,PIP
self-injury,problem,fragile X syndrome,problem,PIP
self-injury,problem,FXS,problem,PIP
self-injury,problem,problem behaviors,problem,PIP
self-injury,problem,FXS,problem,PIP
self-injury,problem,fragile X syndrome,problem,PIP
self-injury,problem,FXS,problem,PIP
self-injury,problem,problem behaviors,problem,PIP
self-injury,problem,FXS,problem,PIP
serotonergic pathway,problem,FXS,problem,PIP
serotonergic pathway,problem,FXS,problem,PIP
serotonergic pathway,problem,FXS,problem,PIP
serotonin synthesis,problem,autism,problem,PIP
side effects,problem,FXS,problem,PIP
side effects,problem,FXS,problem,PIP
side effects,problem,polyuria/polydipsia,problem,PIP
silencing,problem,up-regulation,problem,PIP
sleep problems,problem,autistic spectrum disorder,problem,PIP
sleep problems,problem,ASD,problem,PIP
sleep problems,problem,fragile X syndrome,problem,PIP
sleep problems,problem,autistic spectrum disorder,problem,PIP
sleep problems,problem,ASD,problem,PIP
sleep problems,problem,fragile X syndrome,problem,PIP
sleep problems,problem,ASD,problem,PIP
sleep problems,problem,FXS,problem,PIP
sleep problems,problem,autism,problem,PIP
sleep problems,problem,fragile X syndrome,problem,PIP
sleep problems,problem,FXS,problem,PIP
social anxiety,problem,FXS,problem,PIP
social anxiety,problem,FXS,problem,PIP
Social avoidance,problem,fragile X syndrome,problem,PIP
Social avoidance,problem,FXS,problem,PIP
social avoidance,problem,FXS,problem,PIP
social avoidance,problem,developmental disability,problem,PIP
social avoidance,problem,FXS,problem,PIP
social avoidance,problem,DD,problem,PIP
social avoidance,problem,FXS,problem,PIP
social function,problem,fragile X syndrome,problem,PIP
social gaze,problem,FXS,problem,PIP
socio-emotional problems,problem,Fragile X syndrome,problem,PIP
socio-emotional problems,problem,FXS,problem,PIP
socio-emotional problems,problem,Fragile X syndrome,problem,PIP
socio-emotional problems,problem,FXS,problem,PIP
spatial deficit,problem,Fragile-X,problem,PIP
spatial deficit,problem,Fragile-X,problem,PIP
symptom,problem,fragile X syndrome,problem,PIP
symptoms,problem,FXS,problem,PIP
synapse abnormalities,problem,FXS,problem,PIP
synapse abnormalities,problem,FXS,problem,PIP
synapse abnormalities,problem,FXS,problem,PIP
synaptic,problem,fragile X syndrome,problem,PIP
synaptic,problem,FXS,problem,PIP
synaptic,problem,FMRP,problem,PIP
synaptic abnormalities,problem,fragile X,problem,PIP
synaptic upregulated protein,problem,cognitive functions,problem,PIP
tantrums,problem,FXS,problem,PIP
task time,test,FXS,problem,PIP
thyroid problems,problem,PC,problem,PIP
transcriptional silencing,problem,Fragile X syndrome,problem,PIP
transcriptional silencing,problem,FXS,problem,PIP
tremor,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,neurodegenerative disorder,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,neurodegenerative disorder,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,neurodegenerative disorder,problem,PIP
tremor,problem,cerebellar ataxia,problem,PIP
tremor,problem,FXTAS,problem,PIP
up-regulation,problem,metabotropic glutamate receptor 5,problem,PIP
vascular dementia,problem,dementia,problem,PIP
vascular dementia,problem,dementia,problem,PIP
vascular dementia,problem,Dementia,problem,PIP
vascular dementia,problem,Dementia,problem,PIP
Williams,problem,WS,problem,PIP
Williams,problem,WS,problem,PIP
working memory,problem,FXTAS,problem,PIP
WS,problem,intellectually disabled,problem,PIP
WS,problem,intellectually disabled,problem,PIP
X-associated tremor ataxia syndrome,problem,PC,problem,PIP
X-associated tremor ataxia syndrome,problem,FXTAS,problem,PIP
X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
X-associated tremor/ataxia syndrome,problem,FXTAS,problem,PIP
X-linked condition,problem,intellectual disability,problem,PIP
X-linked condition,problem,behavioral problems,problem,PIP
X-linked FMR1 gene,problem,Fragile X syndrome,problem,PIP
X-linked FMR1 gene,problem,FXS,problem,PIP
X-linked FMR1 gene,problem,autistic spectrum disorder,problem,PIP
X-linked mental retardation,problem,XLMR,problem,PIP
XLMR,problem,X-linked mental retardation,problem,PIP
Fragile X-associated tremor/ataxia syndrome,problem,FXTAS,problem,same
Fragile-X syndrome,problem,FXS,problem,same
symptoms,problem,behavioral symptoms,problem,same
tasks,test,Fragile-X,problem,TeCP
pilot screening survey,test,retarded,problem,TeCP
study,test,mutation,problem,TeCP
study,test,mental retardation,problem,TeCP
screening,test,mutation,problem,TeCP
study,test,fragile X syndrome,problem,TeCP
systematic screening,test,mentally retarded,problem,TeCP
genetic counseling,test,mentally retarded,problem,TeCP
Family studies,test,autism,problem,TeCP
Family studies,test,syndrome,problem,TeCP
association study,test,markers,problem,TeCP
chi 2 analysis,test,DXS287,problem,TeCP
chi 2 analysis,test,marker,problem,TeCP
association study,test,markers,problem,TeCP
association study,test,infantile autism,problem,TeCP
collaborative study,test,fragile X,problem,TeCP
collaborative study,test,fragile X,problem,TeCP
collaborative study,test,fragile X,problem,TeCP
molecular test,test,molecular cloning,problem,TeCP
demonstration,test,fragile X syndrome,problem,TeCP
molecular test,test,causative mutation,problem,TeCP
placebo-controlled crossover study,test,Fragile X,problem,TeCP
placebo-controlled crossover study,test,fra(x,problem,TeCP
standardized psychometric testing,test,fra(X,problem,TeCP
longitudinal study,test,fra(X,problem,TeCP
Investigations,test,fragile X syndrome,problem,TeCP
study,test,fra(X) syndrome,problem,TeCP
crossover design,test,infantile autism,problem,TeCP
crossover design,test,fragile-X syndrome,problem,TeCP
study,test,fragile-X syndrome,problem,TeCP
placebo study,test,fragile X syndrome,problem,TeCP
double-blind design study,test,fragile X,problem,TeCP
study,test,mental impairment,problem,TeCP
study,test,fra(X,problem,TeCP
Cytogenetic studies,test,fra(X),problem,TeCP
experimental trial,test,fra(X) syndrome,problem,TeCP
study,test,fra(X) syndrome,problem,TeCP
test,test,fragile X syndrome,problem,TeCP
blind study,test,fragile X syndrome,problem,TeCP
working memory,test,FXTAS,problem,TeCP
crossover phase 2 trial,test,behavioral symptoms,problem,TeCP
crossover phase 2 trial,test,FXS,problem,TeCP
phase 2b,test,FXS,problem,TeCP
mavoglurant,treatment,FXS,problem,TeCP
Behavior Checklist-Community Edition,test,behavioral symptoms,problem,TeCP
FXS-specific algorithm,test,behavioral symptoms,problem,TeCP
behavioral symptoms,problem,treatment,treatment,TeCP
mGluR theory,test,FXS,problem,TeCP
Positron Emission Topography,test,fragile X,problem,TeCP
PET,test,fragile X,problem,TeCP
[11C]flumazenil,test,fragile X,problem,TeCP
PET,test,fragile X,problem,TeCP
assessed,test,daily functioning,problem,TeCP
caregiver scales,test,daily functioning,problem,TeCP
evaluation,test,fragile X syndrome,problem,TeCP
Safety assessments,test,adverse events,problem,TeCP
assessments,test,fragile X syndrome,problem,TeCP
balance confidence,problem,psychiatric symptom questionnaires,test,TeCP
visual episodic memory,test,cognition,problem,TeCP
visual episodic memory,test,cognition,problem,TeCP
Mood Scale,test,Anxiety,problem,TeCP
ADAMS,test,Anxiety,problem,TeCP
Mood Scale,test,Depression,problem,TeCP
Behavior Checklist-Community,test,FXS,problem,TeCP
contingency naming task,test,fragile X syndrome,problem,TeCP
behavior checklist,test,fragile X syndrome,problem,TeCP
concomitant,test,behavior,problem,TeCP
standardized psychometric testing,test,fra(X,problem,TeCP
test,test,fragile X syndrome,problem,TeCP
caregiver scales,test,FXS,problem,TeCP
ABC-C,test,problem behavior,problem,TeCP
ADAMS subscales,test,FXS,problem,TeCP
contingency naming task,test,fragile X syndrome,problem,TeCP
behavior checklist,test,fragile X syndrome,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,dementia,problem,TeCP
PPS-LD,test,dementia,problem,TeCP
magnetic resonance imaging,test,FXTAS,problem,TeCP
MSEL,test,autism spectrum disorder,problem,TeCP
neuropsychological testing,test,FXTAS,problem,TeCP
WAIS,test,FXTAS,problem,TeCP
neuropsychological testing,test,FXTAS,problem,TeCP
WAIS,test,FXTAS,problem,TeCP
Yale-Brown Obsessive Compulsive Scale,test,Developmental Disorders,problem,TeCP
ANA,test,adverse events,problem,TeCP
double-blind,test,FXS,problem,TeCP
placebo-controlled study,test,FXS,problem,TeCP
prospective pilot study,test,FXS.Riluzole,problem,TeCP
Yale-Brown Obsessive Compulsive Scale,test,Developmental Disorders,problem,TeCP
open-label study,test,FXS,problem,TeCP
FXS,problem,two-treatment,test,TeCP
crossover study,test,FXS,problem,TeCP
Aberrant,problem,Behavior Checklist-Community Edition,test,TeCP
exploratory analysis,test,FMR1,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,dementia,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,Down,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,DS,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,Williams,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,WS,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,Fragile X syndrome,problem,TeCP
Psychiatric State-learning Disabilities assessment,test,FXS,problem,TeCP
PPS-LD,test,dementia,problem,TeCP
PPS-LD,test,Down,problem,TeCP
PPS-LD,test,DS,problem,TeCP
PPS-LD,test,Williams,problem,TeCP
PPS-LD,test,WS,problem,TeCP
PPS-LD,test,Fragile X syndrome,problem,TeCP
Brain activity,problem,semantic memory processing,test,TeCP
N400 word,problem,semantic memory processing,test,TeCP
FXS-specific algorithm,test,behavioral symptoms,problem,TeCP
Positron Emission Topography,test,GABAA receptors,problem,TeCP
PET,test,GABAA receptors,problem,TeCP
Positron Emission Topography,test,fragile X,problem,TeCP
PET,test,fragile X,problem,TeCP
Positron Emission Topography,test,GABAA receptors,problem,TeCP
PET,test,GABAA receptors,problem,TeCP
PET,test,fragile X,problem,TeCP
PET,test,fragile X,problem,TeCP
N400 repetition,test,FXTAS,problem,TeCP
emotion-potentiated startle,test,FXS,problem,TeCP
emotion-potentiated startle,test,developmental disability,problem,TeCP
emotion-potentiated startle,test,FXS,problem,TeCP
emotion-potentiated startle,test,DD,problem,TeCP
blood analysis,test,FXS,problem,TeCP
behavioral rating scales,test,Fragile X syndrome,problem,TeCP
behavioral rating scale scores,test,hyperkinesis,problem,TeCP
Pediatric Anxiety Rating Scale-Revised,test,FXS,problem,TeCP
PARS-R,test,FXS,problem,TeCP
PARS-R,test,anxiety,problem,TeCP
PARS-R,test,anxiety,problem,TeCP
PARS-R,test,FXS,problem,TeCP
RBANS,test,FMRP,problem,TeCP
RBANS,test,schizophrenia,problem,TeCP
RBANS,test,FMRP,problem,TeCP
Visual Analog Scale,test,anxiety,problem,TeCP
L-[1-(11)C]leucine positron emission tomography,test,rCPS,problem,TeCP
PET,test,rCPS,problem,TeCP
ABC-Social Avoidance scale,test,fragile X syndrome,problem,TeCP
gene expression,test,fragile X syndrome,problem,TeCP
gene expression microarray analysis,test,fragile X syndrome,problem,TeCP
gene expression,test,disturbed genes,problem,TeCP
gene expression,test,fragile X syndrome,problem,TeCP
gene expression,test,fragile X syndrome,problem,TeCP
gene expression microarray analysis,test,disturbed genes,problem,TeCP
gene expression microarray analysis,test,fragile X syndrome,problem,TeCP
gene expression microarray analysis,test,fragile X syndrome,problem,TeCP
genome microarrays,test,fragile X syndrome,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X syndrome,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X syndrome,problem,TeCP
quantitative reverse transcription polymerase chain reaction,test,fragile X syndrome,problem,TeCP
control males,test,fragile X syndrome,problem,TeCP
control males,test,fragile X syndrome,problem,TeCP
analyses,test,alterations,problem,TeCP
analyses,test,fragile X syndrome,problem,TeCP
inhibition,test,mutation fragile X syndrome,problem,TeCP
inhibition,test,FXS,problem,TeCP
auditory continuous performance tests,test,mutation fragile X syndrome,problem,TeCP
CPTs,test,mutation fragile X syndrome,problem,TeCP
auditory continuous performance tests,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
Mental age,test,FXS,problem,TeCP
MA,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
performance,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
MA,test,FXS,problem,TeCP
CPTs,test,FXS,problem,TeCP
response inhibition,test,FXS,problem,TeCP
task time,test,FXS,problem,TeCP
CPTs,test,declines,problem,TeCP
CPT,test,ADHD-hyperactive type,problem,TeCP
visual CPT,test,FXS,problem,TeCP
CPT,test,FXS,problem,TeCP
Risk criteria,test,Autism,problem,TeCP
Risk criteria,test,fragile X syndrome,problem,TeCP
Risk criteria,test,FXS,problem,TeCP
Risk criteria,test,autism,problem,TeCP
CHAT,test,Autism,problem,TeCP
modified risk criteria,test,Autism,problem,TeCP
Denver Criteria,test,Autism,problem,TeCP
CHAT,test,fragile X syndrome,problem,TeCP
CHAT,test,FXS,problem,TeCP
CHAT,test,autism,problem,TeCP
modified risk criteria,test,fragile X syndrome,problem,TeCP
modified risk criteria,test,FXS,problem,TeCP
modified risk criteria,test,autism,problem,TeCP
Denver Criteria,test,fragile X syndrome,problem,TeCP
Denver Criteria,test,FXS,problem,TeCP
Denver Criteria,test,autism,problem,TeCP
CHAT,test,autism,problem,TeCP
CHAT,test,FXS,problem,TeCP
CHAT,test,autism,problem,TeCP
Denver Criteria,test,autism,problem,TeCP
CHAT,test,FXS,problem,TeCP
Denver Criteria,test,FXS,problem,TeCP
CHAT,test,autism,problem,TeCP
Denver Criteria,test,FXS,problem,TeCP
placebo-controlled clinical trial,test,fragile X syndrome,problem,TeCP
placebo-controlled clinical trial,test,FXS,problem,TeCP
clinical trial,test,FXS,problem,TeCP
clinical trial,test,FXS,problem,TeCP
Aberrant Behavior Checklist-Community (ABC-C,test,problem behavior,problem,TeCP
ABC-C,test,problem behavior,problem,TeCP
Aberrant Behavior Checklist-Community (ABC-C,test,irritability,problem,TeCP
Treatment Acceptability Rating Form-Revised,test,irritability,problem,TeCP
TARF-R,test,irritability,problem,TeCP
ABC-C,test,irritability,problem,TeCP
ADAMS,test,Depression,problem,TeCP
Behavior Checklist-Community,test,FXS,problem,TeCP
ADAMS subscales,test,depressed mood,problem,TeCP
ADAMS subscales,test,anxiety,problem,TeCP
ADAMS subscales,test,FXS,problem,TeCP
Human-targeted treatment trials,test,behavioral measures,problem,TeCP
double-blind,test,FXS,problem,TeCP
placebo-controlled crossover treatment trial,test,FXS,problem,TeCP
placebo,test,FXS,problem,TeCP
ERP,test,FXS,problem,TeCP
ERP,test,FXS,problem,TeCP
ERP,test,FXS,problem,TeCP
ERPs,test,FXS,problem,TeCP
RBANS,test,FMRP,problem,TeCP
RBANS,test,schizophrenia,problem,TeCP
blood biomarker,test,brain-derived neurotrophic factor,problem,TeCP
blood biomarker,test,BDNF,problem,TeCP
open-label,test,fragile X syndrome,problem,TeCP
open-label,test,FXS,problem,TeCP
open-label,test,FXS,problem,TeCP
human studies,test,fragile X syndrome,problem,TeCP
human studies,test,FXS,problem,TeCP
human studies,test,FXS,problem,TeCP
double-blind,test,FXS,problem,TeCP
placebo-controlled,test,FXS,problem,TeCP
crossover trial,test,FXS,problem,TeCP
Clinical Global Impression Scale-Improvement,test,mood-related behaviors,problem,TeCP
Visual Analog Scale,test,anxiety,problem,TeCP
L-[1-(11)C]leucine positron emission tomography,test,FXS,problem,TeCP
PET,test,FXS,problem,TeCP
double-blind,test,fragile X syndrome,problem,TeCP
placebo-controlled crossover study,test,fragile X syndrome,problem,TeCP
ABC-Social Avoidance scale,test,fragile X syndrome,problem,TeCP
ABC-Social Avoidance scale,test,social impairment,problem,TeCP
fluorescent PCR,test,fragile X mental retardation-1,problem,TeCP
fluorescent PCR,test,amelogenin,problem,TeCP
PGD,test,single gene disorders,problem,TeCP
Yale-Brown Obsessive Compulsive Scale,test,Developmental Disorders,problem,TeCP
open-label study,test,FXS,problem,TeCP
open-label study,test,FXS,problem,TeCP
double-blind,test,behavioral symptoms,problem,TeCP
crossover study,test,behavioral symptoms,problem,TeCP
crossover study,test,FXS,problem,TeCP
Behaviour Checklist-Community Edition,test,Irritability,problem,TeCP
Behaviour Checklist-Community Edition,test,behaviour,problem,TeCP
ABC-C subscales,test,Irritability,problem,TeCP
clinical global improvement scale,test,Irritability,problem,TeCP
visual analog scale,test,behaviour,problem,TeCP
placebo-controlled trial,test,FXS,problem,TeCP
double blind,test,sleep problems,problem,TeCP
placebo-controlled,test,sleep problems,problem,TeCP
crossover design,test,sleep problems,problem,TeCP
Actiwatch,test,night awakenings,problem,TeCP
sleep diaries,test,night awakenings,problem,TeCP
DNA testing,test,ASD,problem,TeCP
pilot open label,test,fragile X syndrome,problem,TeCP
pilot open label,test,fragile X,problem,TeCP
single dose trial,test,fragile X syndrome,problem,TeCP
single dose trial,test,fragile X,problem,TeCP
(1)H magnetic resonance spectroscopy,test,Disruption,problem,TeCP
pilot open-label trial,test,cognitive-behavioral function,problem,TeCP
placebo-controlled trial,treatment,fragile X syndrome,problem,TeCP
placebo-controlled trial,treatment,FXS,problem,TeCP
MSEL,test,autism spectrum disorder,problem,TeCP
outcome measures,test,FXS,problem,TeCP
study,test,hypertension,problem,TeCP
study,test,hypothyroidism,problem,TeCP
study,test,diabetes,problem,TeCP
study,test,cancer,problem,TeCP
retrospective controlled study,test,PC,problem,TeCP
retrospective controlled study,test,X-associated tremor ataxia syndrome,problem,TeCP
retrospective controlled study,test,FXTAS,problem,TeCP
neuropsychological testing,test,FXTAS,problem,TeCP
neuropsychological testing,test,FXTAS,problem,TeCP
WAIS,test,FXTAS,problem,TeCP
nonparametric repeated-measures technique,test,sleep problems,problem,TeCP
nonparametric repeated-measures technique,test,ASD,problem,TeCP
night sleep,test,ASD,problem,TeCP
night sleep,test,FXS,problem,TeCP
sleep-onset time,test,ASD,problem,TeCP
sleep-onset time,test,FXS,problem,TeCP
study,test,FXS,problem,TeCP
choline,test,fragile X,problem,TeCP
choline,test,cognitive-behavioral impairments,problem,TeCP
(1)H magnetic resonance spectroscopy,test,cognitive-behavioral impairments,problem,TeCP
choline,test,FRAX,problem,TeCP
(1)H magnetic resonance spectroscopy,test,FRAX,problem,TeCP
Right choline/creatine,test,fragile X,problem,TeCP
secondary outcome measures,test,FXS,problem,TeCP
ABC-C subscales,test,FXS,problem,TeCP
clinical global improvement scale,test,FXS,problem,TeCP
CGI,test,FXS,problem,TeCP
visual analog scale,test,FXS,problem,TeCP
VAS,test,FXS,problem,TeCP
Vineland Adaptive Behavior Scale,test,FXS,problem,TeCP
VABS,test,FXS,problem,TeCP
standardized checklist,test,Side effects,problem,TeCP
complete blood count,test,Side effects,problem,TeCP
CBC,test,Side effects,problem,TeCP
TSH,test,Side effects,problem,TeCP
attention span,test,FXS,problem,TeCP
socialization skills,test,FXS,problem,TeCP
