entity1,entity1type,entity2,entit2type,relation
fenobam,treatment,fragile X,problem,TrAP
fenobam,treatment,fragile X syndrome,problem,TrAP
oral dose,treatment,fragile X,problem,TrAP
fenobam,treatment,fragile X,problem,TrAP
fenobam,treatment,FXS,problem,TrAP
donepezil,treatment,FRAX,problem,TrAP
acetylcholinesterase inhibitor,treatment,FRAX,problem,TrAP
treatment,treatment,FRAX,problem,TrAP
treatment,treatment,genetic disorders,problem,TrAP
treatment,treatment,FRAX,problem,TrAP
treatment,treatment,genetic disorders,problem,TrAP
lithium,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
lithium,treatment,neural defect,problem,TrAP
placebo-controlled trial,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
treatment,treatment,Attention deficit hyperactivity disorder,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,FXS,problem,TrAP
stimulant,treatment,ADHD,problem,TrAP
medications,treatment,ADHD,problem,TrAP
methylphenidate,treatment,ADHD,problem,TrAP
MPH,treatment,ADHD,problem,TrAP
MPH,treatment,FXS,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
carnitine,treatment,hyperactive-impulsive behavior,problem,TrAP
carnitine,treatment,ADHD,problem,TrAP
placebo-controlled trial,treatment,hyperactivity,problem,TrAP
L-acetylcarnitine,treatment,hyperactivity,problem,TrAP
L-acetylcarnitine,treatment,FXS,problem,TrAP
LAC,treatment,hyperactivity,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,ADHD,problem,TrAP
treatment,treatment,FXS,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
LAC,treatment,hyperactivity,problem,TrAP
LAC,treatment,ADHD,problem,TrAP
LAC,treatment,FXS,problem,TrAP
stimulant,treatment,ADHD,problem,TrAP
stimulant,treatment,FXS,problem,TrAP
drugs,treatment,ADHD,problem,TrAP
drugs,treatment,FXS,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
treatment,treatment,FXS,problem,TrAP
psychotropic medication,treatment,ADHD-hyperactive type,problem,TrAP
Ampakine compound CX516,treatment,disorder,problem,TrAP
Ampakine compound CX516,treatment,fragile X syndrome,problem,TrAP
Ampakine compound CX516,treatment,FXS,problem,TrAP
treatment,treatment,disorder,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,FXS,problem,TrAP
drug,treatment,FXS,problem,TrAP
CX516,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
sleep interventions,treatment,disabilities,problem,TrAP
training programme,treatment,sleep problems,problem,TrAP
training programme,treatment,autism,problem,TrAP
training programme,treatment,fragile X syndrome,problem,TrAP
training programme,treatment,FXS,problem,TrAP
behavioural principles,treatment,sleep problems,problem,TrAP
behavioural principles,treatment,autism,problem,TrAP
behavioural principles,treatment,fragile X syndrome,problem,TrAP
behavioural principles,treatment,FXS,problem,TrAP
L-acetylcarnitine,treatment,fragile X,problem,TrAP
LAC,treatment,fragile X,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,hyperactive behaviour,problem,TrAP
LAC,treatment,FXS,problem,TrAP
folinic acid therapy,treatment,Fragile X,problem,TrAP
dl-Leucovorin,treatment,Fragile X,problem,TrAP
folinic acid therapy,treatment,Fragile X,problem,TrAP
