entity1,entity1type,entity2,entit2type,relation
infantile autism,problem,fragile-X syndrome,problem,PIP
intellectual disability,problem,Fragile X syndrome,problem,PIP
intellectual disability,problem,transcriptional silencing,problem,PIP
Intellectual disability,problem,ID,problem,PIP
intellectual disability,problem,FXS,problem,PIP
intellectual disability,problem,FXS,problem,PIP
intellectual disability,problem,Fragile X syndrome,problem,PIP
intellectual disability,problem,FXS,problem,PIP
intellectually disabled,problem,FXS,problem,PIP
intellectually disabled,problem,DS,problem,PIP
intellectually disabled,problem,WS,problem,PIP
intellectually disabled,problem,DS,problem,PIP
intellectually disabled,problem,FXS,problem,PIP
intellectually disabled,problem,WS,problem,PIP
irritability,problem,problem behavior,problem,PIP
irritability,problem,fragile X syndrome,problem,PIP
irritability,problem,problem behavior,problem,PIP
irritable behavior,problem,FXS,problem,PIP
irritable behavior,problem,aggression,problem,PIP
irritable behavior,problem,self-injury,problem,PIP
irritable behavior,problem,tantrums,problem,PIP
irritable behavior,problem,FXS,problem,PIP
language,problem,FXS,problem,PIP
language,problem,intellectual disability,problem,PIP
learning disabilities,problem,Fragile X syndrome,problem,PIP
learning disabilities,problem,FXS,problem,PIP
learning disabled,problem,young Down's syndrome,problem,PIP
lymphocytic bioenergetics,problem,FXTAS,problem,PIP
markers,problem,infantile autism,problem,PIP
matrix metallo-proteinase-9 activity,problem,fragile X,problem,PIP
matrix metallo-proteinase-9 activity,problem,MMP-9,problem,PIP
matrix metallo-proteinase-9 activity,problem,fragile X,problem,PIP
mental impairment,problem,fra(X,problem,PIP
mental impairment,problem,fra(X,problem,PIP
mental retardation,problem,fragile X syndrome,problem,PIP
mental retardation,problem,autism,problem,PIP
mental retardation,problem,methylation,treatment,PIP
mental retardation,problem,CGG,problem,PIP
mental retardation,problem,Fragile X syndrome,problem,PIP
mental retardation,problem,FXS,problem,PIP
mental retardation,problem,fragile X,problem,PIP
mental retardation,problem,problem,problem,PIP
mental retardation,problem,autism,problem,PIP
mental retardation,problem,MR,problem,PIP
mental retardation protein,problem,matrix metallo-proteinase-9 activity,problem,PIP
mental retardation protein,problem,MMP-9,problem,PIP
mental retardation protein,problem,matrix metallo-proteinase-9 activity,problem,PIP
mental retardation protein,problem,MMP-9,problem,PIP
mental retardation protein deficiency,problem,Disruption,problem,PIP
mental retardation protein deficiency,problem,cognitive-behavioral impairments,problem,PIP
mental retardation protein deficiency,problem,cognitive-behavioral impairments,problem,PIP
mental retardation protein deficiency,problem,FRAX,problem,PIP
mental retardation protein function,test,fragile X,problem,PIP
mental retardation protein function,test,fragile X,problem,PIP
mentally retarded,problem,fragile X syndrome,problem,PIP
metabotropic glutamate receptor 5,problem,Fragile X syndrome,problem,PIP
metabotropic glutamate receptor 5,problem,FXS,problem,PIP
mGluR5,problem,FXS,problem,PIP
mGluR5 activity,problem,FXS,problem,PIP
mGluR5 activity,problem,eye gaze,problem,PIP
mGluR5 signaling,problem,behavioral deficits,problem,PIP
mGluR5 signaling,problem,fragile X syndrome,problem,PIP
mGluR5 signaling,problem,FXS,problem,PIP
mGluR5 signaling,problem,behavioral deficits,problem,PIP
mGluR5 signaling,problem,fragile X syndrome,problem,PIP
mGluR5 signaling,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,FXS,problem,PIP
MMP-9,problem,fragile X,problem,PIP
molecular cloning,problem,fragile X syndrome,problem,PIP
molecular cloning,problem,causative mutation,problem,PIP
motor function,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
motor function,problem,FXTAS,problem,PIP
motor function,problem,neurodegenerative disorder,problem,PIP
motor function,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
motor function,problem,FXTAS,problem,PIP
motor function,problem,neurodegenerative disorder,problem,PIP
moya-moya disease,problem,Dementia,problem,PIP
MR,problem,mental retardation,problem,PIP
MR,problem,MR,problem,PIP
mutation,problem,young Fragile-X syndrome,problem,PIP
mutation,problem,young Fragile-X syndrome,problem,PIP
mutation,problem,mental retardation,problem,PIP
mutation,problem,FRAXA-positive,problem,PIP
mutation,problem,mutation,problem,PIP
mutation,problem,MR,problem,PIP
mutation,problem,MR,problem,PIP
mutation,problem,hypermethylation,problem,PIP
mutation,problem,FMR1,problem,PIP
mutation,problem,transcriptional silencing,problem,PIP
Mutations,problem,mental retardation,problem,PIP
N400 word,problem,Brain activity,problem,PIP
nervous system injury,problem,FXTAS,problem,PIP
neural defect,problem,FXS,problem,PIP
neural defects,problem,behavioural abnormalities,problem,PIP
neural defects,problem,behavioural abnormalities,problem,PIP
neurobehavioral function,problem,fragile X syndrome,problem,PIP
neurodegeneration,problem,FXTAS,problem,PIP
neurodegenerative diseases,problem,FXTAS,problem,PIP
neurodevelopmental disorders,problem,problem behavior,problem,PIP
neurogenesis,problem,autism,problem,PIP
neurological symptoms,problem,Fragile X syndrome,problem,PIP
neurological symptoms,problem,FXS,problem,PIP
neuropathies,problem,FXTAS,problem,PIP
neurotransmitter systems,problem,Fragile X syndrome,problem,PIP
overrepresentation,problem,mental retardation protein function,test,PIP
overrepresentation,problem,fragile X,problem,PIP
overrepresentation,problem,mental retardation protein function,test,PIP
parenting stress,problem,behavioral problems,problem,PIP
pathogenesis,problem,schizophrenia,problem,PIP
PC,problem,immune-mediated disorders,problem,PIP
PC,problem,hypertension,problem,PIP
PC,problem,thyroid problems,problem,PIP
PC,problem,FXTAS,problem,PIP
PC,problem,diabetes,problem,PIP
PC,problem,FXTAS,problem,PIP
pharmacometabolomics,problem,FXTAS,problem,PIP
positive,problem,mutation,problem,PIP
PPI,test,impairments,problem,PIP
PPI,test,fragile X,problem,PIP
premutation,problem,FRAXA-positive,problem,PIP
problem behavior,problem,neurodevelopmental disorders,problem,PIP
problem behavior,problem,neurodevelopmental disorders,problem,PIP
problem behaviors,problem,aggression,problem,PIP
problem behaviors,problem,self-injury,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,developmental disorders,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,fragile X syndrome,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problem behaviors,problem,FXS,problem,PIP
problems,problem,fra(X),problem,PIP
psychiatric disorders,problem,adverse events,problem,PIP
psychiatric impairments,problem,FXS,problem,PIP
psychosis,problem,adverse events,problem,PIP
psychosis,problem,psychiatric disorders,problem,PIP
pupil size,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
rCPS,problem,FXS,problem,PIP
Right choline/creatine,problem,fragile X,problem,PIP
schizophrenia,problem,FMRP,problem,PIP
self-injury,problem,fragile X syndrome,problem,PIP
self-injury,problem,FXS,problem,PIP
self-injury,problem,problem behaviors,problem,PIP
self-injury,problem,FXS,problem,PIP
self-injury,problem,fragile X syndrome,problem,PIP
self-injury,problem,FXS,problem,PIP
self-injury,problem,problem behaviors,problem,PIP
self-injury,problem,FXS,problem,PIP
serotonergic pathway,problem,FXS,problem,PIP
serotonergic pathway,problem,FXS,problem,PIP
serotonergic pathway,problem,FXS,problem,PIP
serotonin synthesis,problem,autism,problem,PIP
side effects,problem,FXS,problem,PIP
side effects,problem,FXS,problem,PIP
side effects,problem,polyuria/polydipsia,problem,PIP
silencing,problem,up-regulation,problem,PIP
sleep problems,problem,autistic spectrum disorder,problem,PIP
sleep problems,problem,ASD,problem,PIP
sleep problems,problem,fragile X syndrome,problem,PIP
sleep problems,problem,autistic spectrum disorder,problem,PIP
sleep problems,problem,ASD,problem,PIP
sleep problems,problem,fragile X syndrome,problem,PIP
sleep problems,problem,ASD,problem,PIP
sleep problems,problem,FXS,problem,PIP
sleep problems,problem,autism,problem,PIP
sleep problems,problem,fragile X syndrome,problem,PIP
sleep problems,problem,FXS,problem,PIP
social anxiety,problem,FXS,problem,PIP
social anxiety,problem,FXS,problem,PIP
Social avoidance,problem,fragile X syndrome,problem,PIP
Social avoidance,problem,FXS,problem,PIP
social avoidance,problem,FXS,problem,PIP
social avoidance,problem,developmental disability,problem,PIP
social avoidance,problem,FXS,problem,PIP
social avoidance,problem,DD,problem,PIP
social avoidance,problem,FXS,problem,PIP
social function,problem,fragile X syndrome,problem,PIP
social gaze,problem,FXS,problem,PIP
socio-emotional problems,problem,Fragile X syndrome,problem,PIP
socio-emotional problems,problem,FXS,problem,PIP
socio-emotional problems,problem,Fragile X syndrome,problem,PIP
socio-emotional problems,problem,FXS,problem,PIP
spatial deficit,problem,Fragile-X,problem,PIP
spatial deficit,problem,Fragile-X,problem,PIP
symptom,problem,fragile X syndrome,problem,PIP
symptoms,problem,FXS,problem,PIP
synapse abnormalities,problem,FXS,problem,PIP
synapse abnormalities,problem,FXS,problem,PIP
synapse abnormalities,problem,FXS,problem,PIP
synaptic,problem,fragile X syndrome,problem,PIP
synaptic,problem,FXS,problem,PIP
synaptic,problem,FMRP,problem,PIP
synaptic abnormalities,problem,fragile X,problem,PIP
synaptic upregulated protein,problem,cognitive functions,problem,PIP
tantrums,problem,FXS,problem,PIP
task time,test,FXS,problem,PIP
thyroid problems,problem,PC,problem,PIP
transcriptional silencing,problem,Fragile X syndrome,problem,PIP
transcriptional silencing,problem,FXS,problem,PIP
tremor,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,neurodegenerative disorder,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,neurodegenerative disorder,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,Fragile X-associated tremor/ataxia syndrome,problem,PIP
tremor,problem,FXTAS,problem,PIP
tremor,problem,neurodegenerative disorder,problem,PIP
tremor,problem,cerebellar ataxia,problem,PIP
tremor,problem,FXTAS,problem,PIP
up-regulation,problem,metabotropic glutamate receptor 5,problem,PIP
vascular dementia,problem,dementia,problem,PIP
vascular dementia,problem,dementia,problem,PIP
vascular dementia,problem,Dementia,problem,PIP
vascular dementia,problem,Dementia,problem,PIP
Williams,problem,WS,problem,PIP
Williams,problem,WS,problem,PIP
working memory,problem,FXTAS,problem,PIP
WS,problem,intellectually disabled,problem,PIP
WS,problem,intellectually disabled,problem,PIP
X-associated tremor ataxia syndrome,problem,PC,problem,PIP
X-associated tremor ataxia syndrome,problem,FXTAS,problem,PIP
X-associated tremor/ataxia syndrome,problem,neurodegenerative disorder,problem,PIP
X-associated tremor/ataxia syndrome,problem,FXTAS,problem,PIP
X-linked condition,problem,intellectual disability,problem,PIP
X-linked condition,problem,behavioral problems,problem,PIP
X-linked FMR1 gene,problem,Fragile X syndrome,problem,PIP
X-linked FMR1 gene,problem,FXS,problem,PIP
X-linked FMR1 gene,problem,autistic spectrum disorder,problem,PIP
X-linked mental retardation,problem,XLMR,problem,PIP
XLMR,problem,X-linked mental retardation,problem,PIP
